id;ville;annee;mois;temp_moy;temp_max_moy;temp_min_moy;precipitation_mm;ensoleillement_h
2913;Nantes;1998;9;18.6;25.0;13.5;59;162
2914;Nantes;1998;10;14.7;19.3;9.2;72;106
2915;Nantes;1998;11;10.2;16.1;5.5;82;82
2916;Nantes;1998;12;7.9;13.2;3.6;96;75
2917;Bordeaux;1998;1;7.6;13.7;2.6;62;90
2918;Bordeaux;1998;2;7.1;11.6;1.8;86;103
2919;Bordeaux;1998;3;12.4;18.9;8.2;63;122
2920;Bordeaux;1998;4;14.2;18.9;9.1;72;201
2921;Bordeaux;1998;5;18.3;24.4;12.6;83;208
2922;Bordeaux;1998;6;21.0;26.9;16.2;60;208
2923;Bordeaux;1998;7;23.7;28.6;18.8;38;318
2924;Bordeaux;1998;8;24.4;30.5;19.3;61;265
2925;Bordeaux;1998;9;20.0;25.0;14.8;83;188
2926;Bordeaux;1998;10;14.4;20.1;8.7;72;147
2927;Bordeaux;1998;11;9.9;15.1;4.2;108;72
2928;Bordeaux;1998;12;7.8;12.7;2.9;107;62
2929;Marseille;1998;1;8.7;13.9;4.2;60;176
2930;Marseille;1998;2;9.6;15.0;4.7;36;177
2931;Marseille;1998;3;13.0;17.6;7.7;43;242
2932;Marseille;1998;4;16.8;22.5;12.5;30;248
2933;Marseille;1998;5;19.5;25.7;13.8;26;248
2934;Marseille;1998;6;25.0;30.5;19.3;23;293
2935;Marseille;1998;7;28.8;34.1;23.6;7;356
2936;Marseille;1998;8;26.9;31.6;21.6;18;359
2937;Marseille;1998;9;22.5;28.4;17.0;39;279
2938;Marseille;1998;10;17.6;23.3;11.6;86;150
2939;Marseille;1998;11;14.2;19.7;9.6;74;116
2940;Marseille;1998;12;9.5;15.0;5.2;63;103
2941;Lille;1999;1;5.0;10.4;0.9;43;50
2942;Lille;1999;2;4.5;9.1;-1.4;55;57
2943;Lille;1999;3;9.1;14.2;4.1;46;103
2944;Lille;1999;4;12.2;17.1;7.4;50;153
2945;Lille;1999;5;17.0;23.3;12.7;67;179
2946;Lille;1999;6;18.7;24.4;12.8;55;202
2947;Lille;1999;7;20.2;25.7;14.9;81;158
2948;Lille;1999;8;19.8;24.7;14.0;54;141
2949;Lille;1999;9;15.8;22.0;10.4;63;144
2950;Lille;1999;10;12.9;19.2;7.2;62;77
2951;Lille;1999;11;8.0;14.3;2.4;69;52
2952;Lille;1999;12;4.9;9.9;-0.2;63;34
2953;Paris;1999;1;6.9;12.5;2.9;49;63
2954;Paris;1999;2;7.1;11.8;1.5;40;88
2955;Paris;1999;3;10.4;15.0;6.2;51;115
2956;Paris;1999;4;13.5;18.5;7.7;59;153
2957;Paris;1999;5;17.0;22.6;11.1;65;158
2958;Paris;1999;6;19.0;24.9;14.8;48;238
2959;Paris;1999;7;21.8;26.9;16.5;46;207
2960;Paris;1999;8;21.2;27.3;15.8;48;190
2961;Paris;1999;9;18.6;23.3;14.2;60;150
2962;Paris;1999;10;14.6;20.8;9.0;76;99
2963;Paris;1999;11;9.5;15.7;4.2;49;66
2964;Paris;1999;12;6.9;11.7;2.6;53;54
2965;Nantes;1999;1;7.6;13.7;2.7;64;75
2966;Nantes;1999;2;8.4;14.4;4.0;81;79
2967;Nantes;1999;3;10.8;16.7;6.8;62;142
2968;Nantes;1999;4;10.5;16.2;4.6;39;141
2969;Nantes;1999;5;16.4;22.8;11.0;40;193
2970;Nantes;1999;6;19.1;25.0;13.5;57;220
2971;Nantes;1999;7;20.8;25.4;16.8;43;262
2972;Nantes;1999;8;21.8;27.1;17.1;54;238
2973;Nantes;1999;9;18.0;23.8;12.4;47;157
2974;Nantes;1999;10;14.2;19.9;8.4;67;124
2975;Nantes;1999;11;10.2;15.6;5.6;79;82
2976;Nantes;1999;12;9.0;14.6;3.8;92;55
2977;Bordeaux;1999;1;7.8;13.9;3.3;69;67
2978;Bordeaux;1999;2;8.4;14.0;2.8;53;95
2979;Bordeaux;1999;3;12.6;18.2;7.5;68;131
2980;Bordeaux;1999;4;13.5;19.4;7.9;48;185
2981;Bordeaux;1999;5;18.5;24.8;13.1;51;217
2982;Bordeaux;1999;6;21.4;26.0;16.6;64;273
2983;Bordeaux;1999;7;22.8;27.4;18.4;60;266
2984;Bordeaux;1999;8;23.4;29.6;18.9;55;233
2985;Bordeaux;1999;9;19.2;24.4;14.8;83;221
2986;Bordeaux;1999;10;15.9;22.0;10.8;89;146
2987;Bordeaux;1999;11;9.9;15.3;5.7;69;81
2988;Bordeaux;1999;12;7.4;12.5;2.1;72;69
2989;Marseille;1999;1;9.3;15.3;3.9;48;129
2990;Marseille;1999;2;9.6;15.6;4.2;32;160
2991;Marseille;1999;3;14.0;19.6;8.6;44;215
2992;Marseille;1999;4;15.6;20.6;11.2;41;193
2993;Marseille;1999;5;19.9;25.7;14.8;34;250
2994;Marseille;1999;6;24.1;28.6;19.5;20;308
2995;Marseille;1999;7;27.1;32.4;22.0;7;335
2996;Marseille;1999;8;25.9;31.9;21.8;19;339
2997;Marseille;1999;9;23.1;28.2;17.9;41;266
2998;Marseille;1999;10;18.2;23.8;12.8;79;209
2999;Marseille;1999;11;13.2;18.7;9.1;82;105
3000;Marseille;1999;12;10.1;14.7;5.8;43;155
3001;Lille;2000;1;4.1;10.4;-1.5;68;60
3002;Lille;2000;2;5.1;10.2;0.8;46;59
3003;Lille;2000;3;7.5;13.6;1.9;49;104
3004;Lille;2000;4;11.0;16.4;5.9;52;128
3005;Lille;2000;5;15.6;21.2;9.8;65;206
3006;Lille;2000;6;17.6;23.3;13.4;43;160
3007;Lille;2000;7;20.6;25.2;15.0;73;190
3008;Lille;2000;8;20.3;26.4;15.0;76;182
3009;Lille;2000;9;16.1;21.0;11.4;40;144
3010;Lille;2000;10;12.5;17.9;7.9;60;97
3011;Lille;2000;11;6.9;11.7;1.8;68;60
3012;Lille;2000;12;5.7;10.2;1.4;75;40
3013;Paris;2000;1;5.3;11.2;-0.3;61;74
3014;Paris;2000;2;7.3;12.4;2.8;48;73
3015;Paris;2000;3;9.5;15.1;4.9;42;149
3016;Paris;2000;4;11.4;16.9;5.7;59;142
3017;Paris;2000;5;17.3;22.8;12.8;47;207
3018;Paris;2000;6;19.4;24.9;14.8;61;205
3019;Paris;2000;7;22.2;28.3;18.2;55;232
3020;Paris;2000;8;22.3;27.3;17.2;65;197
3021;Paris;2000;9;17.9;23.1;12.5;49;191
3022;Paris;2000;10;13.0;18.3;7.8;75;121
3023;Paris;2000;11;9.1;13.6;4.7;57;72
3024;Paris;2000;12;7.1;13.3;2.4;45;42
3025;Nantes;2000;1;6.9;12.8;1.6;99;73
3026;Nantes;2000;2;8.8;15.0;4.3;79;91
3027;Nantes;2000;3;10.1;15.4;5.9;58;128
3028;Nantes;2000;4;12.8;17.6;8.7;51;144
3029;Nantes;2000;5;15.6;20.8;11.6;72;200
3030;Nantes;2000;6;19.4;24.4;14.9;34;178
3031;Nantes;2000;7;21.6;26.4;17.1;37;189
3032;Nantes;2000;8;21.6;26.8;16.0;52;190
3033;Nantes;2000;9;18.6;24.5;13.3;59;139
3034;Nantes;2000;10;14.2;18.8;8.7;104;93
3035;Nantes;2000;11;9.6;15.2;4.6;63;82
3036;Nantes;2000;12;8.0;13.4;2.3;93;69
3037;Bordeaux;2000;1;8.4;13.9;3.4;86;95
3038;Bordeaux;2000;2;8.9;13.8;4.8;51;97
3039;Bordeaux;2000;3;11.1;15.6;6.7;48;123
3040;Bordeaux;2000;4;15.6;21.5;10.4;55;153
3041;Bordeaux;2000;5;18.9;24.9;14.3;87;245
3042;Bordeaux;2000;6;22.3;28.5;16.8;54;239
3043;Bordeaux;2000;7;23.3;28.9;18.7;50;253
3044;Bordeaux;2000;8;23.1;27.7;18.4;44;215
3045;Bordeaux;2000;9;19.1;25.5;13.8;57;202
3046;Bordeaux;2000;10;15.3;21.1;9.4;93;143
3047;Bordeaux;2000;11;10.4;15.0;5.4;95;68
3048;Bordeaux;2000;12;8.8;14.8;3.8;95;80
3049;Marseille;2000;1;9.7;14.7;4.1;58;149
3050;Marseille;2000;2;10.6;15.9;5.6;44;173
3051;Marseille;2000;3;13.8;20.0;9.6;39;248
3052;Marseille;2000;4;15.5;21.1;9.5;44;185
3053;Marseille;2000;5;19.1;24.1;13.5;21;306
3054;Marseille;2000;6;24.1;29.6;18.8;14;382
3055;Marseille;2000;7;27.9;34.3;23.8;6;402
3056;Marseille;2000;8;26.4;31.4;21.4;17;293
3057;Marseille;2000;9;23.1;28.5;17.1;46;241
3058;Marseille;2000;10;19.0;23.7;14.7;78;178
3059;Marseille;2000;11;11.9;17.5;6.2;67;126
3060;Marseille;2000;12;10.0;15.9;5.4;51;148
3061;Lille;2001;1;5.5;11.5;-0.1;48;45
3062;Lille;2001;2;4.7;10.7;-1.3;37;64
3063;Lille;2001;3;8.7;13.3;3.2;41;109
3064;Lille;2001;4;10.9;16.2;5.6;51;141
3065;Lille;2001;5;15.0;20.8;10.4;67;203
3066;Lille;2001;6;17.7;23.5;13.0;48;193
3067;Lille;2001;7;20.7;26.8;15.8;72;168
3068;Lille;2001;8;20.8;26.6;14.9;66;149
3069;Lille;2001;9;15.8;21.5;10.0;66;117
3070;Lille;2001;10;12.1;18.2;6.1;73;103
3071;Lille;2001;11;8.6;13.9;3.7;43;51
3072;Lille;2001;12;5.4;10.3;0.6;58;41
3073;Paris;2001;1;5.9;12.1;-0.1;63;59
3074;Paris;2001;2;7.7;14.0;2.2;31;63
3075;Paris;2001;3;9.6;15.7;4.2;61;121
3076;Paris;2001;4;13.5;19.0;8.3;52;190
3077;Paris;2001;5;15.7;20.8;10.6;60;216
3078;Paris;2001;6;20.6;25.9;15.4;42;169
3079;Paris;2001;7;22.5;27.1;18.5;58;231
3080;Paris;2001;8;22.2;27.2;16.4;65;198
3081;Paris;2001;9;17.5;22.7;11.6;67;193
3082;Paris;2001;10;13.4;18.5;9.1;74;121
3083;Paris;2001;11;8.6;13.8;3.1;44;54
3084;Paris;2001;12;6.9;12.4;1.8;69;52
3085;Nantes;2001;1;8.5;14.7;4.2;67;66
3086;Nantes;2001;2;8.3;14.7;3.6;54;98
3087;Nantes;2001;3;9.3;14.8;3.4;60;159
3088;Nantes;2001;4;12.3;18.1;7.4;58;142
3089;Nantes;2001;5;17.3;23.0;12.4;52;218
3090;Nantes;2001;6;18.8;23.4;13.4;32;220
3091;Nantes;2001;7;23.6;29.6;19.2;45;232
3092;Nantes;2001;8;23.6;29.1;18.7;45;206
3093;Nantes;2001;9;16.9;21.6;11.1;49;176
3094;Nantes;2001;10;13.8;20.2;8.9;81;129
3095;Nantes;2001;11;10.3;15.0;6.2;75;61
3096;Nantes;2001;12;7.2;13.5;1.9;110;57
3097;Bordeaux;2001;1;6.7;12.6;1.4;61;93
3098;Bordeaux;2001;2;8.8;14.5;3.0;49;103
3099;Bordeaux;2001;3;10.9;17.0;5.2;69;140
3100;Bordeaux;2001;4;14.0;19.5;9.4;70;155
3101;Bordeaux;2001;5;18.9;24.2;13.6;82;180
3102;Bordeaux;2001;6;20.4;26.5;15.9;45;243
3103;Bordeaux;2001;7;23.2;29.5;17.3;45;258
3104;Bordeaux;2001;8;22.4;28.3;17.3;62;249
3105;Bordeaux;2001;9;18.4;23.1;14.0;70;212
3106;Bordeaux;2001;10;15.8;21.4;10.9;98;118
3107;Bordeaux;2001;11;11.1;15.6;5.4;93;90
3108;Bordeaux;2001;12;7.6;13.1;2.0;69;70
3109;Marseille;2001;1;9.1;14.2;4.2;40;154
3110;Marseille;2001;2;10.6;17.0;6.1;46;167
3111;Marseille;2001;3;12.7;17.9;7.1;46;182
3112;Marseille;2001;4;16.3;22.0;11.3;37;247
3113;Marseille;2001;5;19.6;24.2;15.2;33;326
3114;Marseille;2001;6;24.4;30.1;19.4;18;353
3115;Marseille;2001;7;26.6;31.4;22.1;7;339
3116;Marseille;2001;8;26.9;31.9;21.2;17;391
3117;Marseille;2001;9;22.5;28.2;16.6;44;258
3118;Marseille;2001;10;20.1;26.5;16.1;84;167
3119;Marseille;2001;11;12.7;18.3;8.7;76;127
3120;Marseille;2001;12;9.5;14.4;4.4;51;123
3121;Lille;2002;1;5.2;10.5;-0.4;57;43
3122;Lille;2002;2;5.1;10.7;-0.3;31;60
3123;Lille;2002;3;8.6;13.5;3.1;52;130
3124;Lille;2002;4;12.4;17.8;6.4;48;170
3125;Lille;2002;5;16.0;21.2;11.2;50;160
3126;Lille;2002;6;17.4;22.7;12.8;51;154
3127;Lille;2002;7;20.4;26.2;15.2;86;152
3128;Lille;2002;8;21.2;25.9;16.9;79;171
3129;Lille;2002;9;18.4;24.6;12.8;73;161
3130;Lille;2002;10;11.9;17.8;7.5;80;98
3131;Lille;2002;11;6.9;11.6;1.4;66;43
3132;Lille;2002;12;6.2;12.0;1.7;63;34
3133;Paris;2002;1;5.6;10.3;0.3;67;71
3134;Paris;2002;2;6.4;11.3;1.2;39;70
3135;Paris;2002;3;9.2;15.1;5.0;43;122
3136;Paris;2002;4;12.4;17.2;6.9;65;180
3137;Paris;2002;5;16.3;20.9;10.9;59;216
3138;Paris;2002;6;20.3;26.7;15.0;50;207
3139;Paris;2002;7;23.0;29.4;18.8;54;208
3140;Paris;2002;8;21.8;26.9;17.6;54;200
3141;Paris;2002;9;18.2;24.6;13.2;46;168
3142;Paris;2002;10;14.9;20.7;9.3;72;110
3143;Paris;2002;11;7.7;12.4;2.7;40;58
3144;Paris;2002;12;6.7;12.1;0.8;44;45
3145;Nantes;2002;1;7.5;12.8;3.3;94;74
3146;Nantes;2002;2;7.0;12.0;2.1;56;98
3147;Nantes;2002;3;9.3;15.6;4.0;47;139
3148;Nantes;2002;4;12.6;17.3;7.8;63;152
3149;Nantes;2002;5;16.9;23.3;11.5;51;181
3150;Nantes;2002;6;20.2;25.7;16.2;51;236
3151;Nantes;2002;7;23.4;28.9;19.4;36;221
3152;Nantes;2002;8;22.9;28.7;17.9;38;229
3153;Nantes;2002;9;18.7;23.5;14.3;49;141
3154;Nantes;2002;10;13.5;18.0;8.3;81;113
3155;Nantes;2002;11;9.8;16.3;5.1;63;66
3156;Nantes;2002;12;9.1;15.1;3.8;98;60
3157;Bordeaux;2002;1;6.7;12.7;2.5;98;68
3158;Bordeaux;2002;2;8.5;13.4;4.1;81;101
3159;Bordeaux;2002;3;11.7;16.3;6.7;76;176
3160;Bordeaux;2002;4;14.6;19.4;9.2;87;201
3161;Bordeaux;2002;5;18.6;23.1;13.3;87;240
3162;Bordeaux;2002;6;22.2;27.1;17.4;59;211
3163;Bordeaux;2002;7;23.8;29.3;18.3;43;261
3164;Bordeaux;2002;8;23.8;29.7;19.7;53;242
3165;Bordeaux;2002;9;20.0;25.3;14.2;89;181
3166;Bordeaux;2002;10;16.0;22.4;11.7;100;118
3167;Bordeaux;2002;11;10.7;16.4;5.9;111;86
3168;Bordeaux;2002;12;8.0;14.5;3.9;103;76
3169;Marseille;2002;1;10.5;16.6;6.2;36;168
3170;Marseille;2002;2;10.5;16.9;5.0;31;168
3171;Marseille;2002;3;12.8;19.2;6.9;38;242
3172;Marseille;2002;4;15.0;20.9;10.1;40;273
3173;Marseille;2002;5;20.6;26.6;16.1;34;236
3174;Marseille;2002;6;23.7;30.1;17.7;15;265
3175;Marseille;2002;7;27.8;33.8;22.1;7;394
3176;Marseille;2002;8;27.7;33.0;22.9;19;405
3177;Marseille;2002;9;22.1;26.8;17.7;59;244
3178;Marseille;2002;10;19.6;25.5;15.5;73;159
3179;Marseille;2002;11;14.5;19.8;10.2;73;107
3180;Marseille;2002;12;10.1;15.4;5.5;42;111
3181;Lille;2003;1;4.4;9.7;-1.4;46;46
3182;Lille;2003;2;6.0;12.5;2.0;34;60
3183;Lille;2003;3;8.2;14.1;3.9;40;91
3184;Lille;2003;4;11.9;17.8;7.8;39;133
3185;Lille;2003;5;15.2;19.8;11.1;48;212
3186;Lille;2003;6;18.7;23.2;14.4;39;168
3187;Lille;2003;7;21.1;27.2;16.7;71;176
3188;Lille;2003;8;24.8;30.0;20.1;45;159
3189;Lille;2003;9;17.0;21.9;11.7;52;130
3190;Lille;2003;10;12.2;17.0;8.0;65;76
3191;Lille;2003;11;7.7;12.4;2.6;64;53
3192;Lille;2003;12;6.3;11.3;1.5;44;35
3193;Paris;2003;1;5.7;10.7;-0.1;62;67
3194;Paris;2003;2;6.8;12.7;2.6;38;92
3195;Paris;2003;3;9.9;15.8;5.8;37;129
3196;Paris;2003;4;14.3;20.6;8.6;61;132
3197;Paris;2003;5;17.6;22.8;13.3;59;161
3198;Paris;2003;6;19.5;24.4;14.5;49;197
3199;Paris;2003;7;24.6;29.4;18.8;77;210
3200;Paris;2003;8;25.3;29.9;20.5;49;217
3201;Paris;2003;9;17.3;22.4;12.1;40;159
3202;Paris;2003;10;13.9;20.4;9.4;53;127
3203;Paris;2003;11;8.9;13.7;3.0;43;54
3204;Paris;2003;12;5.3;11.3;0.9;53;46
3205;Nantes;2003;1;7.4;12.5;2.3;102;69
3206;Nantes;2003;2;7.5;12.5;2.9;68;104
3207;Nantes;2003;3;10.3;15.0;5.8;46;133
3208;Nantes;2003;4;12.8;17.5;8.1;43;139
3209;Nantes;2003;5;17.2;23.4;11.7;63;233
3210;Nantes;2003;6;20.1;25.6;14.6;49;179
3211;Nantes;2003;7;22.3;27.4;16.3;42;227
3212;Nantes;2003;8;26.3;31.9;21.7;54;186
3213;Nantes;2003;9;19.0;25.4;13.5;66;152
3214;Nantes;2003;10;13.9;19.8;8.1;86;124
3215;Nantes;2003;11;10.2;15.1;5.7;59;76
3216;Nantes;2003;12;7.4;12.0;2.6;61;74
3217;Bordeaux;2003;1;8.3;14.3;3.2;76;71
3218;Bordeaux;2003;2;8.3;13.2;3.0;60;82
3219;Bordeaux;2003;3;12.5;18.2;7.5;56;171
3220;Bordeaux;2003;4;13.6;18.7;8.7;66;191
3221;Bordeaux;2003;5;17.6;23.8;11.9;73;208
3222;Bordeaux;2003;6;22.1;26.9;17.1;55;252
3223;Bordeaux;2003;7;26.5;32.1;20.9;36;225
3224;Bordeaux;2003;8;27.2;33.2;23.0;48;223
3225;Bordeaux;2003;9;20.0;25.2;15.6;76;201
3226;Bordeaux;2003;10;15.2;21.7;9.8;99;142
3227;Bordeaux;2003;11;11.0;16.7;6.1;114;78
3228;Bordeaux;2003;12;8.8;14.6;4.1;88;62
3229;Marseille;2003;1;9.4;15.9;4.8;37;125
3230;Marseille;2003;2;11.0;16.2;6.4;48;170
3231;Marseille;2003;3;12.9;18.5;8.4;48;244
3232;Marseille;2003;4;15.9;20.6;11.1;37;184
3233;Marseille;2003;5;21.0;26.7;16.0;20;247
3234;Marseille;2003;6;23.9;28.8;18.2;18;270
3235;Marseille;2003;7;30.4;35.3;25.0;7;352
3236;Marseille;2003;8;31.5;37.6;26.4;20;337
3237;Marseille;2003;9;22.0;27.6;17.9;61;221
3238;Marseille;2003;10;19.0;24.8;14.8;92;199
3239;Marseille;2003;11;14.9;21.3;10.5;82;107
3240;Marseille;2003;12;9.9;16.2;4.0;57;106
3241;Lille;2004;1;5.1;11.5;0.9;64;49
3242;Lille;2004;2;5.0;9.7;0.4;45;76
3243;Lille;2004;3;8.2;13.7;3.1;45;91
3244;Lille;2004;4;11.0;17.1;6.6;56;137
3245;Lille;2004;5;15.5;21.1;9.6;64;209
3246;Lille;2004;6;18.8;23.4;14.0;66;160
3247;Lille;2004;7;21.5;26.7;17.4;56;188
3248;Lille;2004;8;20.9;26.7;16.3;61;201
3249;Lille;2004;9;17.6;24.0;12.7;47;129
3250;Lille;2004;10;12.7;19.2;8.2;47;102
3251;Lille;2004;11;8.0;12.7;2.7;53;41
3252;Lille;2004;12;5.6;11.0;1.6;65;38
3253;Paris;2004;1;6.3;11.0;1.1;45;72
3254;Paris;2004;2;5.9;11.8;1.5;32;76
3255;Paris;2004;3;8.7;14.1;3.6;58;102
3256;Paris;2004;4;14.3;19.6;10.0;55;153
3257;Paris;2004;5;15.9;22.3;10.9;59;212
3258;Paris;2004;6;19.7;24.5;15.0;56;201
3259;Paris;2004;7;22.8;29.2;18.1;56;206
3260;Paris;2004;8;21.2;27.5;16.6;56;215
3261;Paris;2004;9;18.9;25.2;13.4;69;157
3262;Paris;2004;10;14.1;20.3;9.2;67;124
3263;Paris;2004;11;9.7;16.1;4.1;61;67
3264;Paris;2004;12;5.5;11.7;0.5;68;46
3265;Nantes;2004;1;7.2;12.7;3.0;91;82
3266;Nantes;2004;2;7.1;13.2;3.0;75;76
3267;Nantes;2004;3;10.2;15.8;5.1;80;155
3268;Nantes;2004;4;13.3;19.4;8.5;44;205
3269;Nantes;2004;5;16.5;21.8;12.4;46;192
3270;Nantes;2004;6;17.8;23.9;13.7;46;249
3271;Nantes;2004;7;22.1;28.6;17.9;44;205
3272;Nantes;2004;8;21.4;27.0;17.2;53;263
3273;Nantes;2004;9;17.4;23.9;11.7;43;137
3274;Nantes;2004;10;15.3;20.8;10.8;69;103
3275;Nantes;2004;11;11.3;16.4;6.8;79;77
3276;Nantes;2004;12;7.6;12.6;2.2;71;75
3277;Bordeaux;2004;1;7.7;13.4;3.5;72;88
3278;Bordeaux;2004;2;10.1;14.9;5.1;84;82
3279;Bordeaux;2004;3;13.3;19.2;7.9;79;162
3280;Bordeaux;2004;4;15.5;20.9;11.1;87;194
3281;Bordeaux;2004;5;18.3;23.2;12.5;80;209
3282;Bordeaux;2004;6;22.4;28.0;17.3;61;199
3283;Bordeaux;2004;7;22.9;29.2;17.2;55;312
3284;Bordeaux;2004;8;23.3;29.5;19.0;48;235
3285;Bordeaux;2004;9;19.5;24.6;14.4;79;195
3286;Bordeaux;2004;10;15.7;20.4;11.0;73;111
3287;Bordeaux;2004;11;10.1;16.1;5.2;107;68
3288;Bordeaux;2004;12;8.3;13.4;3.6;87;63
3289;Marseille;2004;1;9.9;14.6;5.2;60;178
3290;Marseille;2004;2;11.2;17.1;5.3;31;179
3291;Marseille;2004;3;14.0;20.3;9.5;38;198
3292;Marseille;2004;4;16.2;21.9;10.9;31;182
3293;Marseille;2004;5;19.1;25.2;15.0;21;233
3294;Marseille;2004;6;24.5;30.8;20.0;14;361
3295;Marseille;2004;7;27.6;32.3;22.0;7;353
3296;Marseille;2004;8;26.7;32.9;22.0;11;396
3297;Marseille;2004;9;23.3;29.6;18.6;59;227
3298;Marseille;2004;10;18.2;22.7;12.3;85;196
3299;Marseille;2004;11;14.1;19.8;9.9;73;148
3300;Marseille;2004;12;10.1;15.2;4.7;70;131
3301;Lille;2005;1;5.3;11.2;-0.3;59;60
3302;Lille;2005;2;5.2;10.6;0.2;48;65
3303;Lille;2005;3;9.3;15.3;4.3;33;111
3304;Lille;2005;4;11.9;17.9;7.3;34;176
3305;Lille;2005;5;15.8;21.7;11.7;45;176
3306;Lille;2005;6;17.6;22.7;12.5;64;163
3307;Lille;2005;7;21.2;26.9;17.0;69;203
3308;Lille;2005;8;21.7;27.8;17.1;67;140
3309;Lille;2005;9;17.0;22.3;13.0;47;155
3310;Lille;2005;10;12.3;16.8;6.9;64;87
3311;Lille;2005;11;7.4;13.3;2.5;68;48
3312;Lille;2005;12;5.8;12.2;1.4;42;43
3313;Paris;2005;1;5.3;11.7;1.2;56;67
3314;Paris;2005;2;7.0;13.5;2.3;56;62
3315;Paris;2005;3;9.6;14.3;4.0;60;124
3316;Paris;2005;4;13.7;19.3;9.6;40;147
3317;Paris;2005;5;16.0;21.7;11.4;41;219
3318;Paris;2005;6;19.9;25.2;14.7;67;229
3319;Paris;2005;7;22.2;27.9;16.9;58;202
3320;Paris;2005;8;21.7;26.6;16.5;53;229
3321;Paris;2005;9;18.1;23.1;13.0;69;183
3322;Paris;2005;10;13.9;18.5;8.5;75;93
3323;Paris;2005;11;9.7;15.9;4.8;55;69
3324;Paris;2005;12;6.6;11.7;1.0;44;42
3325;Nantes;2005;1;8.2;13.9;3.2;104;64
3326;Nantes;2005;2;8.6;14.5;3.9;67;97
3327;Nantes;2005;3;11.1;16.2;6.2;62;124
3328;Nantes;2005;4;13.0;18.0;7.8;57;186
3329;Nantes;2005;5;15.5;20.4;10.7;71;225
3330;Nantes;2005;6;19.3;24.3;14.3;45;183
3331;Nantes;2005;7;20.7;26.9;15.5;47;235
3332;Nantes;2005;8;23.2;28.6;17.7;54;260
3333;Nantes;2005;9;18.5;24.2;13.7;77;175
3334;Nantes;2005;10;15.5;20.3;10.4;59;129
3335;Nantes;2005;11;11.0;16.9;5.0;78;63
3336;Nantes;2005;12;8.1;14.3;3.5;108;67
3337;Bordeaux;2005;1;6.7;11.2;1.0;58;77
3338;Bordeaux;2005;2;8.1;14.1;2.3;57;99
3339;Bordeaux;2005;3;11.8;17.0;7.5;80;146
3340;Bordeaux;2005;4;16.0;21.3;11.9;69;146
3341;Bordeaux;2005;5;18.5;24.3;13.4;83;231
3342;Bordeaux;2005;6;21.4;27.7;16.0;55;242
3343;Bordeaux;2005;7;23.6;29.5;18.6;36;224
3344;Bordeaux;2005;8;24.2;30.4;19.7;39;225
3345;Bordeaux;2005;9;19.3;24.7;14.7;75;168
3346;Bordeaux;2005;10;16.1;22.1;11.7;67;126
3347;Bordeaux;2005;11;11.1;15.9;6.6;110;85
3348;Bordeaux;2005;12;9.0;13.6;4.4;97;69
3349;Marseille;2005;1;9.8;15.7;5.2;65;173
3350;Marseille;2005;2;10.7;15.2;6.2;37;172
3351;Marseille;2005;3;13.1;18.9;7.1;34;234
3352;Marseille;2005;4;16.2;21.3;11.1;47;224
3353;Marseille;2005;5;19.7;25.5;14.0;21;292
3354;Marseille;2005;6;24.7;30.4;18.8;14;372
3355;Marseille;2005;7;28.0;33.1;23.7;7;395
3356;Marseille;2005;8;27.6;32.4;23.2;19;392
3357;Marseille;2005;9;23.0;27.6;17.8;59;240
3358;Marseille;2005;10;18.2;23.8;12.6;64;171
3359;Marseille;2005;11;13.8;19.2;9.2;65;153
3360;Marseille;2005;12;8.8;15.1;3.9;70;149
3361;Lille;2006;1;4.4;10.3;0.2;59;48
3362;Lille;2006;2;4.3;9.9;-0.6;36;63
3363;Lille;2006;3;8.5;13.6;2.6;36;103
3364;Lille;2006;4;10.7;16.4;4.9;44;170
3365;Lille;2006;5;16.3;22.2;11.9;55;158
3366;Lille;2006;6;19.0;23.7;13.6;53;167
3367;Lille;2006;7;19.5;25.3;15.1;63;209
3368;Lille;2006;8;21.0;27.4;15.7;45;158
3369;Lille;2006;9;17.3;23.2;12.5;71;148
3370;Lille;2006;10;12.2;18.1;6.7;56;72
3371;Lille;2006;11;7.2;13.2;2.7;55;57
3372;Lille;2006;12;6.3;11.9;2.0;66;40
3373;Paris;2006;1;6.6;12.2;0.9;41;50
3374;Paris;2006;2;6.6;11.3;1.8;45;72
3375;Paris;2006;3;8.6;13.3;2.7;44;134
3376;Paris;2006;4;13.4;19.4;7.8;38;174
3377;Paris;2006;5;16.1;20.7;10.1;70;172
3378;Paris;2006;6;20.0;24.6;15.9;50;190
3379;Paris;2006;7;22.0;28.0;17.6;47;205
3380;Paris;2006;8;22.4;28.7;18.1;49;173
3381;Paris;2006;9;17.9;23.7;12.8;69;145
3382;Paris;2006;10;13.1;19.0;7.7;76;88
3383;Paris;2006;11;9.7;15.6;5.7;57;69
3384;Paris;2006;12;6.2;10.8;1.2;42;46
3385;Nantes;2006;1;8.2;14.3;2.6;81;87
3386;Nantes;2006;2;8.4;14.9;3.9;60;78
3387;Nantes;2006;3;11.4;16.9;6.6;54;170
3388;Nantes;2006;4;12.7;18.0;7.0;60;166
3389;Nantes;2006;5;15.9;22.3;11.7;68;207
3390;Nantes;2006;6;19.7;25.0;15.0;55;219
3391;Nantes;2006;7;22.0;27.7;16.6;38;217
3392;Nantes;2006;8;22.6;27.4;18.1;35;245
